run_id,block_idx,M_block,g_E_value,cond_logit_term,realized_block_rho,raw_Psi_meanI_state_block,raw_Psi_persistence_I_block
R_E_km0_7599_am0_0524_s256,12,0.0201,-228.109,11.9456,0.6348,0.0006,0.0095
R_E_km0_7599_am0_0524_s256,13,0.6348,123.6198,-6.4737,0.0207,0.0012,-0.0154
R_E_km0_7599_am0_0524_s256,14,0.0207,-227.7337,11.926,0.6339,-0.0003,0.0089
R_E_km0_7599_am0_0524_s256,15,0.6339,123.1072,-6.4469,0.0193,0.0021,-0.002
R_E_km0_7599_am0_0524_s1024,0,0.4187,0.0,-0.0,0.424,0.0024,-0.0487
R_E_km0_7599_am0_0524_s1024,1,0.424,2.9957,-0.1569,0.4014,0.0023,-0.0506
R_E_km0_7599_am0_0524_s1024,2,0.4014,-9.9309,0.5201,0.4734,0.0133,-0.0233
R_E_km0_7599_am0_0524_s1024,3,0.4734,31.3025,-1.6392,0.2184,-0.0063,-0.0413
R_E_km0_7599_am0_0524_s1024,4,0.2184,-114.6165,6.0022,0.6312,0.0032,0.0063
R_E_km0_7599_am0_0524_s1024,5,0.6312,121.56,-6.3659,0.0203,-0.0019,0.0112
R_E_km0_7599_am0_0524_s1024,6,0.0203,-227.9717,11.9384,0.6355,-0.0002,0.0216
R_E_km0_7599_am0_0524_s1024,7,0.6355,124.0135,-6.4943,0.0201,0.0,0.0008
R_E_km0_7599_am0_0524_s1024,8,0.0201,-228.0816,11.9442,0.6326,0.0033,0.0143
R_E_km0_7599_am0_0524_s1024,9,0.6326,122.3748,-6.4085,0.0197,-0.0013,0.0114
R_E_km0_7599_am0_0524_s1024,10,0.0197,-228.2921,11.9552,0.6337,0.0039,0.0032
R_E_km0_7599_am0_0524_s1024,11,0.6337,122.9882,-6.4406,0.0203,0.0015,0.0086
R_E_km0_7599_am0_0524_s1024,12,0.0203,-227.9992,11.9399,0.6337,0.0003,-0.0068
R_E_km0_7599_am0_0524_s1024,13,0.6337,123.0065,-6.4416,0.0208,0.0008,-0.0149
R_E_km0_7599_am0_0524_s1024,14,0.0208,-227.6879,11.9236,0.6363,-0.0031,-0.0077
R_E_km0_7599_am0_0524_s1024,15,0.6363,124.4621,-6.5178,0.0202,-0.0013,-0.0025
R_E_km0_7599_am0_0524_s31415,0,0.4187,0.0,-0.0,0.4184,0.0001,-0.0336
R_E_km0_7599_am0_0524_s31415,1,0.4184,-0.1719,0.009,0.4183,0.0051,-0.0351
R_E_km0_7599_am0_0524_s31415,2,0.4183,-0.2634,0.0138,0.4201,0.0053,-0.0502
R_E_km0_7599_am0_0524_s31415,3,0.4201,0.7802,-0.0409,0.414,0.0001,-0.0515
R_E_km0_7599_am0_0524_s31415,4,0.414,-2.7352,0.1432,0.434,0.0067,-0.059
R_E_km0_7599_am0_0524_s31415,5,0.434,8.7083,-0.456,0.3635,0.0007,-0.0528
R_E_km0_7599_am0_0524_s31415,6,0.3635,-31.6004,1.6549,0.56,0.014,-0.0199
R_E_km0_7599_am0_0524_s31415,7,0.56,80.821,-4.2324,0.0428,-0.0046,-0.0077
R_E_km0_7599_am0_0524_s31415,8,0.0428,-215.0817,11.2634,0.6325,0.002,-0.0035
R_E_km0_7599_am0_0524_s31415,9,0.6325,122.2924,-6.4042,0.0194,-0.0032,-0.0073
R_E_km0_7599_am0_0524_s31415,10,0.0194,-228.5027,11.9662,0.6353,-0.0011,0.004
R_E_km0_7599_am0_0524_s31415,11,0.6353,123.9128,-6.4891,0.0204,-0.0003,-0.0066
R_E_km0_7599_am0_0524_s31415,12,0.0204,-227.9351,11.9365,0.6341,-0.0023,0.0123
R_E_km0_7599_am0_0524_s31415,13,0.6341,123.2536,-6.4545,0.0192,0.0025,-0.004
R_E_km0_7599_am0_0524_s31415,14,0.0192,-228.5942,11.971,0.6338,-0.002,0.0039
R_E_km0_7599_am0_0524_s31415,15,0.6338,123.0614,-6.4445,0.0217,-0.0006,-0.0067
R_E_km0_7599_am0_1054_s42,0,0.4187,0.0,-0.0,0.4221,0.0045,-0.034
R_E_km0_7599_am0_1054_s42,1,0.4221,1.9429,-0.2047,0.3942,-0.0014,-0.0599
R_E_km0_7599_am0_1054_s42,2,0.3942,-14.0506,1.4804,0.5503,0.0136,-0.0023
R_E_km0_7599_am0_1054_s42,3,0.5503,75.2548,-7.9289,0.0152,0.0004,0.0001
R_E_km0_7599_am0_1054_s42,4,0.0152,-230.8646,24.324,0.635,0.0026,-0.0067
R_E_km0_7599_am0_1054_s42,5,0.635,123.7389,-13.0372,0.0163,0.0001,-0.0043
R_E_km0_7599_am0_1054_s42,6,0.0163,-230.2513,24.2594,0.6337,-0.0005,-0.0136
R_E_km0_7599_am0_1054_s42,7,0.6337,123.0248,-12.962,0.0169,0.0004,0.0008
R_E_km0_7599_am0_1054_s42,8,0.0169,-229.9034,24.2227,0.6347,-0.0019,-0.0033
R_E_km0_7599_am0_1054_s42,9,0.6347,123.5924,-13.0218,0.0162,-0.0005,-0.0097
R_E_km0_7599_am0_1054_s42,10,0.0162,-230.3154,24.2661,0.6353,0.0043,0.01
R_E_km0_7599_am0_1054_s42,11,0.6353,123.9403,-13.0584,0.0171,-0.0015,-0.0037
R_E_km0_7599_am0_1054_s42,12,0.0171,-229.8118,24.2131,0.6349,-0.0033,0.0095
R_E_km0_7599_am0_1054_s42,13,0.6349,123.6931,-13.0324,0.0161,-0.0014,-0.0137
R_E_km0_7599_am0_1054_s42,14,0.0161,-230.3794,24.2729,0.6342,0.0026,-0.0059
R_E_km0_7599_am0_1054_s42,15,0.6342,123.3086,-12.9919,0.0176,0.0026,0.018
R_E_km0_7599_am0_1054_s137,0,0.4187,0.0,-0.0,0.4245,0.0057,-0.04
R_E_km0_7599_am0_1054_s137,1,0.4245,3.3253,-0.3504,0.3756,-0.0048,-0.0623
R_E_km0_7599_am0_1054_s137,2,0.3756,-24.6977,2.6022,0.5985,0.01,-0.0056
R_E_km0_7599_am0_1054_s137,3,0.5985,102.875,-10.839,0.0151,-0.0003,0.008
R_E_km0_7599_am0_1054_s137,4,0.0151,-230.9562,24.3337,0.6349,0.0054,-0.0146
R_E_km0_7599_am0_1054_s137,5,0.6349,123.6839,-13.0314,0.0176,0.0013,0.0194
R_E_km0_7599_am0_1054_s137,6,0.0176,-229.5372,24.1842,0.6333,0.0007,-0.0089
R_E_km0_7599_am0_1054_s137,7,0.6333,122.7867,-12.9369,0.0154,-0.0003,0.0087
R_E_km0_7599_am0_1054_s137,8,0.0154,-230.7639,24.3134,0.6342,0.0009,-0.012
R_E_km0_7599_am0_1054_s137,9,0.6342,123.2811,-12.989,0.0176,-0.0008,0.0053
R_E_km0_7599_am0_1054_s137,10,0.0176,-229.528,24.1832,0.6338,-0.0034,0.0038
R_E_km0_7599_am0_1054_s137,11,0.6338,123.0431,-12.9639,0.0158,0.0012,0.0159
R_E_km0_7599_am0_1054_s137,12,0.0158,-230.5442,24.2903,0.6354,-0.001,0.0023
R_E_km0_7599_am0_1054_s137,13,0.6354,123.986,-13.0632,0.0167,-0.0012,-0.0062
R_E_km0_7599_am0_1054_s137,14,0.0167,-230.0499,24.2382,0.6351,0.0037,0.0112
R_E_km0_7599_am0_1054_s137,15,0.6351,123.7755,-13.041,0.0172,0.0006,0.0071
R_E_km0_7599_am0_1054_s256,0,0.4187,0.0,-0.0,0.4239,0.0072,-0.0438
R_E_km0_7599_am0_1054_s256,1,0.4239,2.9682,-0.3127,0.3827,-0.0017,-0.0514
R_E_km0_7599_am0_1054_s256,2,0.3827,-20.6421,2.1749,0.5854,0.0117,-0.0095
R_E_km0_7599_am0_1054_s256,3,0.5854,95.368,-10.048,0.0149,-0.0011,-0.0061
R_E_km0_7599_am0_1054_s256,4,0.0149,-231.0661,24.3452,0.6343,0.0044,0.0101
R_E_km0_7599_am0_1054_s256,5,0.6343,123.3177,-12.9928,0.0163,-0.0005,-0.0027
R_E_km0_7599_am0_1054_s256,6,0.0163,-230.2604,24.2604,0.6337,-0.0048,0.0059
R_E_km0_7599_am0_1054_s256,7,0.6337,122.979,-12.9571,0.0176,0.0013,0.0194
R_E_km0_7599_am0_1054_s256,8,0.0176,-229.5097,24.1813,0.6343,0.0013,-0.0101
R_E_km0_7599_am0_1054_s256,9,0.6343,123.3177,-12.9928,0.0167,-0.0015,-0.0129
R_E_km0_7599_am0_1054_s256,10,0.0167,-230.0316,24.2362,0.6333,-0.0051,-0.0082
R_E_km0_7599_am0_1054_s256,11,0.6333,122.7684,-12.9349,0.017,0.0003,0.0009
R_E_km0_7599_am0_1054_s256,12,0.017,-229.8759,24.2198,0.6349,0.0007,0.0086
R_E_km0_7599_am0_1054_s256,13,0.6349,123.6656,-13.0295,0.0177,-0.0001,-0.0215
R_E_km0_7599_am0_1054_s256,14,0.0177,-229.464,24.1764,0.6339,-0.0003,0.0089
R_E_km0_7599_am0_1054_s256,15,0.6339,123.1072,-12.9706,0.0166,0.0001,-0.0017
R_E_km0_7599_am0_1054_s1024,0,0.4187,0.0,-0.0,0.424,0.0024,-0.0487
R_E_km0_7599_am0_1054_s1024,1,0.424,2.9957,-0.3156,0.3824,0.0017,-0.0516
R_E_km0_7599_am0_1054_s1024,2,0.3824,-20.7794,2.1893,0.5844,0.015,0.0022
R_E_km0_7599_am0_1054_s1024,3,0.5844,94.7638,-9.9844,0.014,0.0025,0.0141
R_E_km0_7599_am0_1054_s1024,4,0.014,-231.5513,24.3964,0.6356,0.0026,0.0047
R_E_km0_7599_am0_1054_s1024,5,0.6356,124.1142,-13.0767,0.0159,-0.0002,0.0067
R_E_km0_7599_am0_1054_s1024,6,0.0159,-230.4801,24.2835,0.6355,-0.0001,0.0213
R_E_km0_7599_am0_1054_s1024,7,0.6355,124.0501,-13.07,0.0174,0.0013,0.0018
R_E_km0_7599_am0_1054_s1024,8,0.0174,-229.6104,24.1919,0.6327,0.0033,0.0136
R_E_km0_7599_am0_1054_s1024,9,0.6327,122.4114,-12.8973,0.0157,-0.0004,0.0049
R_E_km0_7599_am0_1054_s1024,10,0.0157,-230.59,24.2951,0.6337,0.004,0.0029
R_E_km0_7599_am0_1054_s1024,11,0.6337,123.0065,-12.96,0.0172,0.0012,0.0067
R_E_km0_7599_am0_1054_s1024,12,0.0172,-229.7478,24.2063,0.6338,0.0005,-0.0072
R_E_km0_7599_am0_1054_s1024,13,0.6338,123.0431,-12.9639,0.0172,-0.0011,0.0005
R_E_km0_7599_am0_1054_s1024,14,0.0172,-229.7294,24.2044,0.6363,-0.0043,-0.008
R_E_km0_7599_am0_1054_s1024,15,0.6363,124.4987,-13.1172,0.0167,0.0006,-0.0097
R_E_km0_7599_am0_1054_s31415,0,0.4187,0.0,-0.0,0.4184,0.0001,-0.0336
R_E_km0_7599_am0_1054_s31415,1,0.4184,-0.1719,0.0181,0.4191,0.005,-0.0351
R_E_km0_7599_am0_1054_s31415,2,0.4191,0.2035,-0.0214,0.4163,0.0044,-0.0531
R_E_km0_7599_am0_1054_s31415,3,0.4163,-1.3895,0.1464,0.4353,0.0025,-0.0488
R_E_km0_7599_am0_1054_s31415,4,0.4353,9.459,-0.9966,0.2953,-0.0052,-0.0554
R_E_km0_7599_am0_1054_s31415,5,0.2953,-70.6184,7.4404,0.6298,0.0008,-0.0022
R_E_km0_7599_am0_1054_s31415,6,0.6298,120.7635,-12.7237,0.0163,-0.0008,-0.0029
R_E_km0_7599_am0_1054_s31415,7,0.0163,-230.2787,24.2623,0.6349,-0.0006,0.0033
R_E_km0_7599_am0_1054_s31415,8,0.6349,123.6656,-13.0295,0.0166,-0.001,-0.0074
R_E_km0_7599_am0_1054_s31415,9,0.0166,-230.0865,24.242,0.6341,0.001,-0.0078
R_E_km0_7599_am0_1054_s31415,10,0.6341,123.2445,-12.9851,0.017,0.0007,0.023
R_E_km0_7599_am0_1054_s31415,11,0.017,-229.8485,24.217,0.6337,0.0027,-0.0042
R_E_km0_7599_am0_1054_s31415,12,0.6337,122.9973,-12.9591,0.0164,-0.0013,-0.0106
R_E_km0_7599_am0_1054_s31415,13,0.0164,-230.2147,24.2555,0.6348,-0.0038,-0.0129
R_E_km0_7599_am0_1054_s31415,14,0.6348,123.6381,-13.0266,0.0169,-0.0013,-0.0086
R_E_km0_7599_am0_1054_s31415,15,0.0169,-229.9217,24.2247,0.6358,-0.0037,-0.0005
R_E_km0_7599_am0_2136_s42,0,0.4187,0.0,-0.0,0.4221,0.0045,-0.034
R_E_km0_7599_am0_2136_s42,1,0.4221,1.9429,-0.415,0.3688,-0.0045,-0.0564
R_E_km0_7599_am0_2136_s42,2,0.3688,-28.5885,6.1058,0.6265,0.0027,0.0053
R_E_km0_7599_am0_2136_s42,3,0.6265,118.8593,-25.3853,0.0171,0.0005,-0.0005
R_E_km0_7599_am0_2136_s42,4,0.0171,-229.7844,49.076,0.635,0.0025,-0.0065
R_E_km0_7599_am0_2136_s42,5,0.635,123.7572,-26.4313,0.0163,0.0001,-0.0043
R_E_km0_7599_am0_2136_s42,6,0.0163,-230.2513,49.1757,0.6337,-0.0005,-0.0136
R_E_km0_7599_am0_2136_s42,7,0.6337,123.0248,-26.2749,0.0169,0.0004,0.0008
R_E_km0_7599_am0_2136_s42,8,0.0169,-229.9034,49.1014,0.6347,-0.0019,-0.0033
R_E_km0_7599_am0_2136_s42,9,0.6347,123.5924,-26.3961,0.0162,-0.0005,-0.0097
R_E_km0_7599_am0_2136_s42,10,0.0162,-230.3154,49.1894,0.6353,0.0043,0.01
R_E_km0_7599_am0_2136_s42,11,0.6353,123.9403,-26.4704,0.0171,-0.0015,-0.0037
R_E_km0_7599_am0_2136_s42,12,0.0171,-229.8118,49.0819,0.6349,-0.0033,0.0095
R_E_km0_7599_am0_2136_s42,13,0.6349,123.6931,-26.4176,0.0161,-0.0014,-0.0137
R_E_km0_7599_am0_2136_s42,14,0.0161,-230.3794,49.2031,0.6342,0.0026,-0.0059
R_E_km0_7599_am0_2136_s42,15,0.6342,123.3086,-26.3355,0.0176,0.0026,0.018
R_E_km0_7599_am0_2136_s137,0,0.4187,0.0,-0.0,0.4245,0.0057,-0.04
R_E_km0_7599_am0_2136_s137,1,0.4245,3.3253,-0.7102,0.331,-0.0065,-0.0652
R_E_km0_7599_am0_2136_s137,2,0.331,-50.1756,10.7162,0.6294,-0.0014,-0.0022
R_E_km0_7599_am0_2136_s137,3,0.6294,120.5255,-25.7411,0.0158,-0.0012,-0.0021
R_E_km0_7599_am0_2136_s137,4,0.0158,-230.5259,49.2344,0.6349,0.0054,-0.0146
R_E_km0_7599_am0_2136_s137,5,0.6349,123.6839,-26.4157,0.0176,0.0013,0.0194
R_E_km0_7599_am0_2136_s137,6,0.0176,-229.5372,49.0232,0.6333,0.0007,-0.0089
R_E_km0_7599_am0_2136_s137,7,0.6333,122.7867,-26.2241,0.0154,-0.0003,0.0087
R_E_km0_7599_am0_2136_s137,8,0.0154,-230.7639,49.2852,0.6342,0.0009,-0.012
R_E_km0_7599_am0_2136_s137,9,0.6342,123.2811,-26.3297,0.0176,-0.0008,0.0053
R_E_km0_7599_am0_2136_s137,10,0.0176,-229.528,49.0212,0.6338,-0.0034,0.0038
R_E_km0_7599_am0_2136_s137,11,0.6338,123.0431,-26.2788,0.0158,0.0012,0.0159
R_E_km0_7599_am0_2136_s137,12,0.0158,-230.5442,49.2383,0.6354,-0.001,0.0023
R_E_km0_7599_am0_2136_s137,13,0.6354,123.986,-26.4802,0.0167,-0.0012,-0.0058
R_E_km0_7599_am0_2136_s137,14,0.0167,-230.059,49.1346,0.6351,0.0037,0.0112
R_E_km0_7599_am0_2136_s137,15,0.6351,123.7755,-26.4352,0.0172,0.0006,0.0071
R_E_km0_7599_am0_2136_s256,0,0.4187,0.0,-0.0,0.4239,0.0072,-0.0438
R_E_km0_7599_am0_2136_s256,1,0.4239,2.9682,-0.6339,0.3423,-0.0048,-0.0541
R_E_km0_7599_am0_2136_s256,2,0.3423,-43.7123,9.3358,0.6295,-0.001,0.0048
R_E_km0_7599_am0_2136_s256,3,0.6295,120.5896,-25.7548,0.0159,0.0008,0.0092
R_E_km0_7599_am0_2136_s256,4,0.0159,-230.471,49.2226,0.6343,0.0044,0.0099
R_E_km0_7599_am0_2136_s256,5,0.6343,123.3269,-26.3394,0.0163,-0.0005,-0.0023
R_E_km0_7599_am0_2136_s256,6,0.0163,-230.2696,49.1796,0.6337,-0.0048,0.0059
R_E_km0_7599_am0_2136_s256,7,0.6337,122.979,-26.2651,0.0176,0.0014,0.0197
R_E_km0_7599_am0_2136_s256,8,0.0176,-229.5189,49.0193,0.6343,0.0013,-0.0101
R_E_km0_7599_am0_2136_s256,9,0.6343,123.3177,-26.3375,0.0167,-0.0015,-0.0129
R_E_km0_7599_am0_2136_s256,10,0.0167,-230.0316,49.1288,0.6333,-0.0051,-0.0082
R_E_km0_7599_am0_2136_s256,11,0.6333,122.7684,-26.2202,0.017,0.0003,0.0009
R_E_km0_7599_am0_2136_s256,12,0.017,-229.8759,49.0955,0.6349,0.0007,0.0086
R_E_km0_7599_am0_2136_s256,13,0.6349,123.6656,-26.4118,0.0177,-0.0001,-0.0215
R_E_km0_7599_am0_2136_s256,14,0.0177,-229.464,49.0076,0.6339,-0.0003,0.0089
R_E_km0_7599_am0_2136_s256,15,0.6339,123.1072,-26.2925,0.0166,0.0001,-0.0017
R_E_km0_7599_am0_2136_s1024,0,0.4187,0.0,-0.0,0.424,0.0024,-0.0487
R_E_km0_7599_am0_2136_s1024,1,0.424,2.9957,-0.6398,0.3416,-0.0012,-0.0489
R_E_km0_7599_am0_2136_s1024,2,0.3416,-44.1426,9.4277,0.6279,0.002,0.0054
R_E_km0_7599_am0_2136_s1024,3,0.6279,119.6833,-25.5612,0.0152,0.0022,0.0187
R_E_km0_7599_am0_2136_s1024,4,0.0152,-230.9013,49.3145,0.6356,0.0026,0.0047
R_E_km0_7599_am0_2136_s1024,5,0.6356,124.1142,-26.5076,0.0159,-0.0002,0.0067
R_E_km0_7599_am0_2136_s1024,6,0.0159,-230.4801,49.2246,0.6355,-0.0001,0.0213
R_E_km0_7599_am0_2136_s1024,7,0.6355,124.0501,-26.4939,0.0174,0.0013,0.0018
R_E_km0_7599_am0_2136_s1024,8,0.0174,-229.6104,49.0388,0.6327,0.0033,0.0136
R_E_km0_7599_am0_2136_s1024,9,0.6327,122.4114,-26.1439,0.0157,-0.0004,0.0049
R_E_km0_7599_am0_2136_s1024,10,0.0157,-230.59,49.2481,0.6337,0.004,0.0029
R_E_km0_7599_am0_2136_s1024,11,0.6337,123.0065,-26.271,0.0172,0.0012,0.0067
R_E_km0_7599_am0_2136_s1024,12,0.0172,-229.7478,49.0682,0.6338,0.0005,-0.0072
R_E_km0_7599_am0_2136_s1024,13,0.6338,123.0431,-26.2788,0.0172,-0.0011,0.0005
R_E_km0_7599_am0_2136_s1024,14,0.0172,-229.7294,49.0643,0.6363,-0.0043,-0.008
R_E_km0_7599_am0_2136_s1024,15,0.6363,124.4987,-26.5897,0.0167,0.0006,-0.0097
R_E_km0_7599_am0_2136_s31415,0,0.4187,0.0,-0.0,0.4184,0.0001,-0.0336
R_E_km0_7599_am0_2136_s31415,1,0.4184,-0.1719,0.0367,0.4211,0.0053,-0.0341
R_E_km0_7599_am0_2136_s31415,2,0.4211,1.3753,-0.2937,0.3844,0.0012,-0.0597
R_E_km0_7599_am0_2136_s31415,3,0.3844,-19.6351,4.1935,0.6238,0.0013,-0.0058
R_E_km0_7599_am0_2136_s31415,4,0.6238,117.3305,-25.0587,0.0159,-0.0001,0.0089
R_E_km0_7599_am0_2136_s31415,5,0.0159,-230.5168,49.2324,0.6344,0.0003,-0.0097
R_E_km0_7599_am0_2136_s31415,6,0.6344,123.4276,-26.3609,0.0163,-0.0008,-0.0028
R_E_km0_7599_am0_2136_s31415,7,0.0163,-230.2696,49.1796,0.6349,-0.0006,0.0033
R_E_km0_7599_am0_2136_s31415,8,0.6349,123.6656,-26.4118,0.0166,-0.001,-0.0074
R_E_km0_7599_am0_2136_s31415,9,0.0166,-230.0865,49.1405,0.6341,0.001,-0.0078
R_E_km0_7599_am0_2136_s31415,10,0.6341,123.2445,-26.3218,0.017,0.0007,0.023
R_E_km0_7599_am0_2136_s31415,11,0.017,-229.8485,49.0897,0.6337,0.0027,-0.0042
R_E_km0_7599_am0_2136_s31415,12,0.6337,122.9973,-26.269,0.0164,-0.0013,-0.0106
R_E_km0_7599_am0_2136_s31415,13,0.0164,-230.2147,49.1679,0.6348,-0.0038,-0.0129
R_E_km0_7599_am0_2136_s31415,14,0.6348,123.6381,-26.4059,0.0169,-0.0013,-0.0086
R_E_km0_7599_am0_2136_s31415,15,0.0169,-229.9217,49.1053,0.6358,-0.0037,-0.0005
R_E_km0_7599_am0_4418_s42,0,0.4187,0.0,-0.0,0.4221,0.0045,-0.034
R_E_km0_7599_am0_4418_s42,1,0.4221,1.9429,-0.8584,0.3141,-0.0065,-0.0625
R_E_km0_7599_am0_4418_s42,2,0.3141,-59.8523,26.4447,0.6285,0.0018,0.0039
R_E_km0_7599_am0_4418_s42,3,0.6285,120.022,-53.0296,0.0172,0.0006,0.0011
R_E_km0_7599_am0_4418_s42,4,0.0172,-229.7752,101.5222,0.635,0.0025,-0.0065
R_E_km0_7599_am0_4418_s42,5,0.635,123.7572,-54.68,0.0163,0.0001,-0.0043
R_E_km0_7599_am0_4418_s42,6,0.0163,-230.2513,101.7326,0.6337,-0.0005,-0.0136
R_E_km0_7599_am0_4418_s42,7,0.6337,123.0248,-54.3564,0.0169,0.0004,0.0008
R_E_km0_7599_am0_4418_s42,8,0.0169,-229.9034,101.5788,0.6347,-0.0019,-0.0033
R_E_km0_7599_am0_4418_s42,9,0.6347,123.5924,-54.6072,0.0162,-0.0005,-0.0097
R_E_km0_7599_am0_4418_s42,10,0.0162,-230.3154,101.7609,0.6353,0.0043,0.01
R_E_km0_7599_am0_4418_s42,11,0.6353,123.9403,-54.7609,0.0171,-0.0015,-0.0037
R_E_km0_7599_am0_4418_s42,12,0.0171,-229.8118,101.5384,0.6349,-0.0033,0.0095
R_E_km0_7599_am0_4418_s42,13,0.6349,123.6931,-54.6517,0.0161,-0.0014,-0.0137
R_E_km0_7599_am0_4418_s42,14,0.0161,-230.3794,101.7892,0.6342,0.0026,-0.0059
R_E_km0_7599_am0_4418_s42,15,0.6342,123.3086,-54.4818,0.0176,0.0026,0.018
R_E_km0_7599_am0_4418_s137,0,0.4187,0.0,-0.0,0.4245,0.0057,-0.04
R_E_km0_7599_am0_4418_s137,1,0.4245,3.3253,-1.4692,0.24,-0.0108,-0.058
R_E_km0_7599_am0_4418_s137,2,0.24,-102.2483,45.1767,0.6307,-0.0009,0.0001
R_E_km0_7599_am0_4418_s137,3,0.6307,121.2854,-53.5878,0.0158,-0.0012,-0.0021
R_E_km0_7599_am0_4418_s137,4,0.0158,-230.5259,101.8539,0.6349,0.0054,-0.0146
R_E_km0_7599_am0_4418_s137,5,0.6349,123.6839,-54.6476,0.0176,0.0013,0.0194
R_E_km0_7599_am0_4418_s137,6,0.0176,-229.5372,101.4171,0.6333,0.0007,-0.0089
R_E_km0_7599_am0_4418_s137,7,0.6333,122.7867,-54.2512,0.0154,-0.0003,0.0087
R_E_km0_7599_am0_4418_s137,8,0.0154,-230.7639,101.9591,0.6342,0.0009,-0.012
R_E_km0_7599_am0_4418_s137,9,0.6342,123.2811,-54.4696,0.0176,-0.0008,0.0053
R_E_km0_7599_am0_4418_s137,10,0.0176,-229.528,101.413,0.6338,-0.0034,0.0038
R_E_km0_7599_am0_4418_s137,11,0.6338,123.0431,-54.3645,0.0158,0.0012,0.0159
R_E_km0_7599_am0_4418_s137,12,0.0158,-230.5442,101.862,0.6354,-0.001,0.0023
R_E_km0_7599_am0_4418_s137,13,0.6354,123.986,-54.7811,0.0167,-0.0012,-0.0058
R_E_km0_7599_am0_4418_s137,14,0.0167,-230.059,101.6476,0.6351,0.0037,0.0112
R_E_km0_7599_am0_4418_s137,15,0.6351,123.7755,-54.6881,0.0172,0.0006,0.0071
R_E_km0_7599_am0_4418_s256,0,0.4187,0.0,-0.0,0.4239,0.0072,-0.0438
R_E_km0_7599_am0_4418_s256,1,0.4239,2.9682,-1.3115,0.2587,-0.0077,-0.0591
R_E_km0_7599_am0_4418_s256,2,0.2587,-91.5921,40.4684,0.631,-0.0012,0.003
R_E_km0_7599_am0_4418_s256,3,0.631,121.4685,-53.6687,0.0159,0.0008,0.0092
R_E_km0_7599_am0_4418_s256,4,0.0159,-230.471,101.8296,0.6343,0.0044,0.0099
R_E_km0_7599_am0_4418_s256,5,0.6343,123.3269,-54.4899,0.0163,-0.0005,-0.0023
R_E_km0_7599_am0_4418_s256,6,0.0163,-230.2696,101.7406,0.6337,-0.0048,0.0059
R_E_km0_7599_am0_4418_s256,7,0.6337,122.979,-54.3362,0.0176,0.0014,0.0197
R_E_km0_7599_am0_4418_s256,8,0.0176,-229.5189,101.409,0.6343,0.0013,-0.0101
R_E_km0_7599_am0_4418_s256,9,0.6343,123.3177,-54.4858,0.0167,-0.0015,-0.0129
R_E_km0_7599_am0_4418_s256,10,0.0167,-230.0316,101.6355,0.6333,-0.0051,-0.0082
R_E_km0_7599_am0_4418_s256,11,0.6333,122.7684,-54.2431,0.017,0.0003,0.0009
R_E_km0_7599_am0_4418_s256,12,0.017,-229.8759,101.5667,0.6349,0.0007,0.0086
R_E_km0_7599_am0_4418_s256,13,0.6349,123.6656,-54.6395,0.0177,-0.0001,-0.0215
R_E_km0_7599_am0_4418_s256,14,0.0177,-229.464,101.3847,0.6339,-0.0003,0.0089
R_E_km0_7599_am0_4418_s256,15,0.6339,123.1072,-54.3928,0.0166,0.0001,-0.0017
R_E_km0_7599_am0_4418_s1024,0,0.4187,0.0,-0.0,0.424,0.0024,-0.0487
R_E_km0_7599_am0_4418_s1024,1,0.424,2.9957,-1.3236,0.2569,-0.006,-0.0447
R_E_km0_7599_am0_4418_s1024,2,0.2569,-92.59,40.9093,0.6292,0.0027,0.0067
R_E_km0_7599_am0_4418_s1024,3,0.6292,120.4248,-53.2076,0.0152,0.0022,0.0187
R_E_km0_7599_am0_4418_s1024,4,0.0152,-230.9013,102.0197,0.6356,0.0026,0.0047
R_E_km0_7599_am0_4418_s1024,5,0.6356,124.1142,-54.8377,0.0159,-0.0002,0.0067
R_E_km0_7599_am0_4418_s1024,6,0.0159,-230.4801,101.8337,0.6355,-0.0001,0.0213
R_E_km0_7599_am0_4418_s1024,7,0.6355,124.0501,-54.8094,0.0174,0.0013,0.0018
R_E_km0_7599_am0_4418_s1024,8,0.0174,-229.6104,101.4494,0.6327,0.0033,0.0136
R_E_km0_7599_am0_4418_s1024,9,0.6327,122.4114,-54.0854,0.0157,-0.0004,0.0049
R_E_km0_7599_am0_4418_s1024,10,0.0157,-230.59,101.8822,0.6337,0.004,0.0029
R_E_km0_7599_am0_4418_s1024,11,0.6337,123.0065,-54.3483,0.0172,0.0012,0.0067
R_E_km0_7599_am0_4418_s1024,12,0.0172,-229.7478,101.5101,0.6338,0.0005,-0.0072
R_E_km0_7599_am0_4418_s1024,13,0.6338,123.0431,-54.3645,0.0172,-0.0011,0.0005
R_E_km0_7599_am0_4418_s1024,14,0.0172,-229.7294,101.502,0.6363,-0.0043,-0.008
R_E_km0_7599_am0_4418_s1024,15,0.6363,124.4987,-55.0076,0.0167,0.0006,-0.0097
R_E_km0_7599_am0_4418_s31415,0,0.4187,0.0,-0.0,0.4184,0.0001,-0.0336
R_E_km0_7599_am0_4418_s31415,1,0.4184,-0.1719,0.0759,0.4257,0.0057,-0.0323
R_E_km0_7599_am0_4418_s31415,2,0.4257,3.9936,-1.7645,0.2061,-0.0098,-0.0486
