Lambda_anchor,kappa,target_c,realized_delta_p,seed,window_start,Psi_meanI_state,Psi_meanI_state_z,Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_rho,Steady_State_Candidate,Lifted_Activation_Candidate,mean_active_state_variance,persistence_std,extinction_degenerate,saturation_degenerate,LowLow_Nondegenerate_Candidate
0.2,-2.863,-0.8,-0.8,42,0,0.1011,101.8252,-0.1107,-11.3704,0.0087,0.1404,1.5334,0.354,False,True,0.2262,0.0403,False,False,False
0.2,-2.863,-0.8,-0.8,42,25,0.1062,102.1989,-0.0965,-9.5179,0.0031,0.0444,0.228,0.3543,True,True,0.2285,0.0397,False,False,False
0.2,-2.863,-0.8,-0.8,42,50,0.1088,112.4715,-0.0908,-8.9086,0.0066,0.0458,0.2162,0.3552,True,True,0.2288,0.0399,False,False,False
0.2,-2.863,-0.8,-0.8,42,75,0.1097,119.3163,-0.102,-10.6668,0.0068,0.05,0.2454,0.3554,True,True,0.2288,0.0401,False,False,False
0.2,-2.863,-0.8,-0.8,42,100,0.113,119.5651,-0.1008,-10.1353,0.0034,0.0502,0.235,0.3557,True,True,0.2289,0.0395,False,False,False
0.2,-2.863,-0.8,-0.8,137,0,0.1064,105.4576,-0.1153,-10.7498,0.0052,0.1469,1.5469,0.3553,False,True,0.2263,0.0401,False,False,False
0.2,-2.863,-0.8,-0.8,137,25,0.1088,115.3205,-0.0952,-10.8854,0.0061,0.0508,0.2266,0.3548,True,True,0.2286,0.04,False,False,False
0.2,-2.863,-0.8,-0.8,137,50,0.1075,114.1858,-0.0928,-9.8905,0.0033,0.0527,0.2324,0.3545,True,True,0.2285,0.0396,False,False,False
0.2,-2.863,-0.8,-0.8,137,75,0.1109,115.2458,-0.0936,-9.4856,0.0013,0.0531,0.2321,0.355,True,True,0.2286,0.039,False,False,False
0.2,-2.863,-0.8,-0.8,137,100,0.1095,115.8564,-0.094,-9.3762,0.0035,0.0533,0.2325,0.3544,True,True,0.2284,0.0386,False,False,False
0.2,-2.863,-0.8,-0.8,256,0,0.1073,118.681,-0.105,-10.4086,0.0076,0.1386,1.5268,0.3553,False,True,0.2266,0.0392,False,False,False
0.2,-2.863,-0.8,-0.8,256,25,0.1112,115.4793,-0.1,-9.6548,0.0061,0.0362,0.2228,0.3555,True,True,0.2289,0.0387,False,False,False
0.2,-2.863,-0.8,-0.8,256,50,0.1129,112.8754,-0.0959,-9.7024,0.0064,0.0385,0.2092,0.3556,True,True,0.229,0.0386,False,False,False
0.2,-2.863,-0.8,-0.8,256,75,0.1109,105.6717,-0.0905,-9.0095,0.0094,0.0494,0.3064,0.3551,False,True,0.2287,0.0392,False,False,False
0.2,-2.863,-0.8,-0.8,256,100,0.1094,107.5225,-0.1029,-10.2608,0.0039,0.0572,0.3069,0.3545,False,True,0.2284,0.0393,False,False,False
0.2,-2.863,-0.8,-0.8,1024,0,0.1059,104.6137,-0.1034,-11.187,0.0018,0.1435,1.5571,0.3545,False,True,0.2262,0.0392,False,False,False
0.2,-2.863,-0.8,-0.8,1024,25,0.1092,104.4611,-0.1033,-11.1597,0.0008,0.0471,0.2132,0.3546,True,True,0.2286,0.0398,False,False,False
0.2,-2.863,-0.8,-0.8,1024,50,0.1089,108.7361,-0.1074,-9.8925,0.0027,0.046,0.2132,0.3547,True,True,0.2286,0.0402,False,False,False
0.2,-2.863,-0.8,-0.8,1024,75,0.108,111.9646,-0.1045,-10.9224,0.0102,0.0436,0.2025,0.3556,True,True,0.2289,0.0395,False,False,False
0.2,-2.863,-0.8,-0.8,1024,100,0.1096,107.2525,-0.1048,-11.3098,0.0019,0.042,0.2115,0.3555,True,True,0.2289,0.0405,False,False,False
0.2,-2.863,-0.8,-0.8,31415,0,0.1012,103.6537,-0.0984,-9.834,0.0111,0.1566,1.5872,0.3538,False,True,0.2256,0.0396,False,False,False
0.2,-2.863,-0.8,-0.8,31415,25,0.1064,113.694,-0.0877,-9.104,0.0089,0.0554,0.2643,0.3541,False,True,0.2283,0.0392,False,False,False
0.2,-2.863,-0.8,-0.8,31415,50,0.109,101.6018,-0.1018,-10.7525,0.0025,0.0593,0.2862,0.355,False,True,0.2285,0.0396,False,False,False
0.2,-2.863,-0.8,-0.8,31415,75,0.1088,116.852,-0.0988,-10.4263,0.001,0.0635,0.2864,0.3548,False,True,0.2284,0.0396,False,False,False
0.2,-2.863,-0.8,-0.8,31415,100,0.1067,113.1509,-0.1055,-10.0135,0.0045,0.0663,0.2864,0.3547,False,True,0.2283,0.039,False,False,False
0.2,-1.9388,-0.6,-0.6,42,0,0.0457,48.9244,-0.1087,-11.1015,0.0198,0.1042,1.2768,0.3136,False,True,0.2142,0.0418,False,False,False
0.2,-1.9388,-0.6,-0.6,42,25,0.0473,49.0249,-0.0857,-9.1061,0.0076,0.0369,0.1602,0.3147,True,True,0.2155,0.0407,False,False,False
0.2,-1.9388,-0.6,-0.6,42,50,0.0483,50.6894,-0.086,-8.7344,0.0048,0.0394,0.1712,0.3154,True,True,0.2158,0.0406,False,False,False
0.2,-1.9388,-0.6,-0.6,42,75,0.0489,51.735,-0.0982,-9.8512,0.01,0.0405,0.1713,0.3153,True,True,0.2157,0.0402,False,False,False
0.2,-1.9388,-0.6,-0.6,42,100,0.051,50.2379,-0.0893,-8.7696,0.0032,0.0403,0.1711,0.3155,True,True,0.2158,0.0402,False,False,False
0.2,-1.9388,-0.6,-0.6,137,0,0.0482,51.0529,-0.0955,-9.4153,0.0128,0.1089,1.2635,0.314,False,True,0.2142,0.04,False,False,False
0.2,-1.9388,-0.6,-0.6,137,25,0.0484,52.096,-0.0888,-9.3979,0.0018,0.0436,0.2023,0.3143,True,True,0.2153,0.0402,False,False,False
0.2,-1.9388,-0.6,-0.6,137,50,0.0485,52.2965,-0.0917,-9.5169,0.0017,0.0473,0.2113,0.3143,True,True,0.2153,0.041,False,False,False
0.2,-1.9388,-0.6,-0.6,137,75,0.049,47.3065,-0.087,-9.255,0.0031,0.0419,0.2061,0.3144,True,True,0.2154,0.0404,False,False,False
0.2,-1.9388,-0.6,-0.6,137,100,0.0499,52.3913,-0.091,-9.0192,0.0027,0.039,0.2063,0.3141,True,True,0.2153,0.0406,False,False,False
0.2,-1.9388,-0.6,-0.6,256,0,0.0498,47.4908,-0.0951,-9.8121,0.0154,0.1029,1.2583,0.315,False,True,0.2147,0.0401,False,False,False
0.2,-1.9388,-0.6,-0.6,256,25,0.0503,53.6687,-0.0864,-7.9413,0.0084,0.0348,0.2168,0.3155,True,True,0.2158,0.0399,False,False,False
0.2,-1.9388,-0.6,-0.6,256,50,0.0513,53.2768,-0.0895,-9.1204,0.0134,0.0361,0.2169,0.3153,True,True,0.2158,0.0393,False,False,False
0.2,-1.9388,-0.6,-0.6,256,75,0.0498,51.7058,-0.0869,-8.3077,0.0108,0.0376,0.2238,0.3145,True,True,0.2155,0.0403,False,False,False
0.2,-1.9388,-0.6,-0.6,256,100,0.0512,48.9957,-0.0937,-9.4305,0.0046,0.0411,0.2263,0.3146,True,True,0.2155,0.0407,False,False,False
0.2,-1.9388,-0.6,-0.6,1024,0,0.0479,50.0919,-0.0822,-8.0134,0.0054,0.107,1.3224,0.314,False,True,0.2143,0.0401,False,False,False
0.2,-1.9388,-0.6,-0.6,1024,25,0.0489,47.4779,-0.0845,-8.3497,0.0034,0.034,0.1653,0.3145,True,True,0.2155,0.0409,False,False,False
0.2,-1.9388,-0.6,-0.6,1024,50,0.0487,48.675,-0.0886,-8.709,0.0113,0.0344,0.1796,0.314,True,True,0.2153,0.0413,False,False,False
0.2,-1.9388,-0.6,-0.6,1024,75,0.0492,50.365,-0.1002,-10.8559,0.0047,0.0369,0.1942,0.3151,True,True,0.2157,0.0409,False,False,False
0.2,-1.9388,-0.6,-0.6,1024,100,0.0496,50.7173,-0.0974,-10.169,0.0112,0.0379,0.1946,0.3145,True,True,0.2154,0.0412,False,False,False
0.2,-1.9388,-0.6,-0.6,31415,0,0.0454,44.2439,-0.0776,-8.5,0.0209,0.1141,1.3073,0.3136,False,True,0.214,0.0405,False,False,False
0.2,-1.9388,-0.6,-0.6,31415,25,0.0477,46.1392,-0.0774,-7.669,0.0056,0.0409,0.2036,0.3143,True,True,0.2154,0.0402,False,False,False
0.2,-1.9388,-0.6,-0.6,31415,50,0.0491,47.4123,-0.0815,-8.0155,0.004,0.0413,0.1918,0.3149,True,True,0.2156,0.0404,False,False,False
0.2,-1.9388,-0.6,-0.6,31415,75,0.0495,52.1774,-0.083,-7.6564,0.0015,0.0412,0.2226,0.3145,True,True,0.2154,0.0403,False,False,False
0.2,-1.9388,-0.6,-0.6,31415,100,0.0484,54.0951,-0.0931,-9.3454,0.0006,0.0435,0.2227,0.3143,True,True,0.2153,0.0396,False,False,False
0.2,-1.5824,-0.5,-0.5,42,0,0.0284,29.4469,-0.0936,-9.3259,0.0245,0.0901,1.133,0.2962,False,True,0.2078,0.0412,False,False,False
0.2,-1.5824,-0.5,-0.5,42,25,0.0299,31.4732,-0.0738,-7.6848,0.0101,0.0337,0.1466,0.2975,True,True,0.2089,0.0404,False,False,False
0.2,-1.5824,-0.5,-0.5,42,50,0.0318,33.1761,-0.0671,-6.6705,0.0022,0.0347,0.1436,0.2981,True,True,0.2091,0.0405,False,False,False
0.2,-1.5824,-0.5,-0.5,42,75,0.0326,34.7722,-0.0751,-7.6846,0.0124,0.0384,0.1719,0.2979,True,True,0.209,0.0408,False,False,False
0.2,-1.5824,-0.5,-0.5,42,100,0.0338,33.0186,-0.0703,-6.7258,0.0014,0.0401,0.1812,0.298,True,True,0.2091,0.0408,False,False,False
0.2,-1.5824,-0.5,-0.5,137,0,0.0313,34.5804,-0.087,-8.62,0.0164,0.0963,1.1412,0.2965,False,True,0.2078,0.04,False,False,False
0.2,-1.5824,-0.5,-0.5,137,25,0.0308,31.9413,-0.0808,-8.584,0.0056,0.0404,0.1777,0.2972,True,True,0.2087,0.0402,False,False,False
0.2,-1.5824,-0.5,-0.5,137,50,0.0313,33.9616,-0.0862,-9.137,0.0014,0.0421,0.1751,0.2969,True,True,0.2086,0.0407,False,False,False
0.2,-1.5824,-0.5,-0.5,137,75,0.0319,33.0279,-0.0796,-7.9322,0.0009,0.039,0.1655,0.2973,True,True,0.2088,0.0406,False,False,False
0.2,-1.5824,-0.5,-0.5,137,100,0.0326,33.8499,-0.0742,-7.2479,0.0059,0.0363,0.1655,0.2973,True,True,0.2088,0.0405,False,False,False
0.2,-1.5824,-0.5,-0.5,256,0,0.0337,32.1036,-0.0764,-7.9893,0.0201,0.0935,1.1515,0.2981,False,True,0.2084,0.04,False,False,False
0.2,-1.5824,-0.5,-0.5,256,25,0.0338,35.893,-0.0733,-6.7427,0.0111,0.0348,0.1674,0.2987,True,True,0.2094,0.04,False,False,False
0.2,-1.5824,-0.5,-0.5,256,50,0.0336,35.3024,-0.0741,-7.2859,0.0192,0.0348,0.1624,0.298,True,True,0.2091,0.0392,False,False,False
0.2,-1.5824,-0.5,-0.5,256,75,0.0314,33.5069,-0.0787,-7.4391,0.0194,0.0364,0.21,0.2972,True,True,0.2087,0.0399,False,False,False
0.2,-1.5824,-0.5,-0.5,256,100,0.0314,30.0399,-0.0826,-8.1791,0.0023,0.0367,0.2101,0.297,True,True,0.2087,0.0407,False,False,False
0.2,-1.5824,-0.5,-0.5,1024,0,0.0313,31.7175,-0.0738,-6.9517,0.0126,0.0944,1.193,0.2964,False,True,0.2078,0.0401,False,False,False
0.2,-1.5824,-0.5,-0.5,1024,25,0.0319,29.7824,-0.0772,-8.0418,0.0007,0.0335,0.1654,0.2975,True,True,0.2089,0.0411,False,False,False
0.2,-1.5824,-0.5,-0.5,1024,50,0.0322,32.9491,-0.0775,-7.6829,0.0134,0.0334,0.1654,0.2974,True,True,0.2089,0.0412,False,False,False
0.2,-1.5824,-0.5,-0.5,1024,75,0.0319,33.5114,-0.0906,-10.1762,0.0072,0.0347,0.2064,0.2984,True,True,0.2093,0.0408,False,False,False
0.2,-1.5824,-0.5,-0.5,1024,100,0.0324,34.4119,-0.0913,-9.6099,0.0161,0.0372,0.2068,0.2978,True,True,0.209,0.0415,False,False,False
0.2,-1.5824,-0.5,-0.5,31415,0,0.0276,28.4311,-0.0727,-7.7198,0.0264,0.0983,1.1745,0.2963,False,True,0.2077,0.0407,False,False,False
0.2,-1.5824,-0.5,-0.5,31415,25,0.0302,30.0136,-0.0748,-7.3604,0.0048,0.0355,0.1709,0.2973,True,True,0.2088,0.0406,False,False,False
0.2,-1.5824,-0.5,-0.5,31415,50,0.0313,29.7142,-0.081,-8.3763,0.0095,0.0381,0.1749,0.2974,True,True,0.2088,0.041,False,False,False
0.2,-1.5824,-0.5,-0.5,31415,75,0.0321,34.2327,-0.0868,-8.6461,0.0001,0.0422,0.2235,0.297,True,True,0.2086,0.0411,False,False,False
0.2,-1.5824,-0.5,-0.5,31415,100,0.0314,32.5329,-0.0833,-8.9204,0.0036,0.0444,0.2236,0.297,True,True,0.2086,0.0402,False,False,False
0.2,-1.0934,-0.35,-0.35,42,0,0.0118,12.6262,-0.0603,-6.0581,0.0363,0.0765,0.9184,0.27,False,True,0.1967,0.0413,False,False,False
0.2,-1.0934,-0.35,-0.35,42,25,0.0136,13.7519,-0.0547,-5.5707,0.0117,0.0335,0.1603,0.2719,True,True,0.1979,0.0405,False,False,False
0.2,-1.0934,-0.35,-0.35,42,50,0.0149,16.0609,-0.0463,-4.7685,0.0074,0.0341,0.1628,0.2728,True,True,0.1983,0.0403,False,False,False
0.2,-1.0934,-0.35,-0.35,42,75,0.0151,16.3959,-0.064,-6.3062,0.0136,0.0364,0.1805,0.2726,True,True,0.1982,0.041,False,False,False
0.2,-1.0934,-0.35,-0.35,42,100,0.016,16.1005,-0.0599,-5.4605,0.01,0.0381,0.1806,0.2724,True,True,0.1981,0.0412,False,False,False
0.2,-1.0934,-0.35,-0.35,137,0,0.0146,15.6757,-0.0627,-6.2282,0.0233,0.0821,0.963,0.2708,False,True,0.197,0.0405,False,False,False
0.2,-1.0934,-0.35,-0.35,137,25,0.0139,13.8047,-0.0637,-6.8533,0.0024,0.0391,0.1752,0.2717,True,True,0.1978,0.0405,False,False,False
0.2,-1.0934,-0.35,-0.35,137,50,0.0147,15.9622,-0.0698,-7.2591,0.0003,0.0422,0.1753,0.2716,True,True,0.1977,0.0411,False,False,False
0.2,-1.0934,-0.35,-0.35,137,75,0.0147,14.3439,-0.0571,-5.7468,0.001,0.0403,0.1649,0.2717,True,True,0.1978,0.0407,False,False,False
0.2,-1.0934,-0.35,-0.35,137,100,0.0153,15.7392,-0.0463,-4.3841,0.0061,0.0366,0.1649,0.2717,True,True,0.1978,0.0406,False,False,False
0.2,-1.0934,-0.35,-0.35,256,0,0.0158,15.3473,-0.0566,-5.6552,0.0294,0.078,0.9121,0.2719,False,True,0.1975,0.0401,False,False,False
0.2,-1.0934,-0.35,-0.35,256,25,0.0156,15.7985,-0.0565,-5.2402,0.0086,0.0344,0.17,0.273,True,True,0.1984,0.0399,False,False,False
0.2,-1.0934,-0.35,-0.35,256,50,0.0155,15.8637,-0.0561,-5.4667,0.0231,0.0309,0.1543,0.2722,True,True,0.198,0.0394,False,False,False
0.2,-1.0934,-0.35,-0.35,256,75,0.0141,14.6762,-0.0619,-5.7993,0.0229,0.0343,0.2018,0.2716,True,True,0.1978,0.0403,False,False,False
0.2,-1.0934,-0.35,-0.35,256,100,0.0139,13.9667,-0.0639,-6.1207,0.0013,0.0361,0.202,0.2713,True,True,0.1976,0.0406,False,False,False
0.2,-1.0934,-0.35,-0.35,1024,0,0.0131,13.1203,-0.0597,-5.5464,0.0158,0.0789,0.9691,0.2708,False,True,0.197,0.0399,False,False,False
0.2,-1.0934,-0.35,-0.35,1024,25,0.0133,12.9662,-0.07,-7.1732,0.0012,0.031,0.1604,0.2719,True,True,0.1979,0.0407,False,False,False
0.2,-1.0934,-0.35,-0.35,1024,50,0.0135,13.9392,-0.0634,-5.8314,0.0131,0.0308,0.1604,0.2718,True,True,0.1979,0.0409,False,False,False
0.2,-1.0934,-0.35,-0.35,1024,75,0.013,13.4681,-0.0714,-7.8653,0.0022,0.0309,0.1864,0.2726,True,True,0.1982,0.0403,False,False,False
0.2,-1.0934,-0.35,-0.35,1024,100,0.0142,15.6387,-0.0727,-7.226,0.0219,0.0339,0.1869,0.2718,True,True,0.1979,0.0411,False,False,False
0.2,-1.0934,-0.35,-0.35,31415,0,0.012,12.6585,-0.0464,-5.146,0.0331,0.082,0.97,0.2701,False,True,0.1967,0.0409,False,False,False
0.2,-1.0934,-0.35,-0.35,31415,25,0.0132,13.2999,-0.0509,-5.022,0.003,0.0335,0.1929,0.2716,True,True,0.1977,0.0412,False,False,False
0.2,-1.0934,-0.35,-0.35,31415,50,0.0134,12.5981,-0.0664,-6.7085,0.0066,0.0383,0.1927,0.2719,True,True,0.1979,0.0415,False,False,False
0.2,-1.0934,-0.35,-0.35,31415,75,0.0135,14.4314,-0.0727,-7.172,0.0006,0.0412,0.2285,0.2714,True,True,0.1976,0.0412,False,False,False
0.2,-1.0934,-0.35,-0.35,31415,100,0.0124,12.9257,-0.0648,-6.4832,0.0004,0.0436,0.2284,0.2714,True,True,0.1976,0.0399,False,False,False
0.2,-0.6239,-0.2,-0.2,42,0,0.003,3.4664,-0.0327,-3.3578,0.0397,0.0693,0.743,0.2423,False,True,0.1833,0.0412,False,False,False
0.2,-0.6239,-0.2,-0.2,42,25,0.0042,4.3812,-0.0298,-3.3037,0.0054,0.035,0.1754,0.2441,True,True,0.1844,0.0406,False,False,False
0.2,-0.6239,-0.2,-0.2,42,50,0.0046,5.0329,-0.0314,-3.1969,0.0081,0.0357,0.1751,0.2444,True,True,0.1846,0.0404,False,False,False
0.2,-0.6239,-0.2,-0.2,42,75,0.0048,5.2188,-0.0419,-4.2612,0.0111,0.0384,0.2092,0.2448,True,True,0.1848,0.0409,False,False,False
0.2,-0.6239,-0.2,-0.2,42,100,0.0054,5.4404,-0.0349,-3.2697,0.0111,0.0395,0.2096,0.2442,True,True,0.1845,0.0407,False,False,False
0.2,-0.6239,-0.2,-0.2,137,0,0.0054,5.7989,-0.0337,-3.268,0.0275,0.0715,0.7517,0.2432,False,True,0.1837,0.0402,False,False,False
0.2,-0.6239,-0.2,-0.2,137,25,0.0043,4.4427,-0.035,-3.499,0.0057,0.0389,0.1788,0.2439,True,True,0.1843,0.0399,False,False,False
0.2,-0.6239,-0.2,-0.2,137,50,0.0043,5.0215,-0.0429,-4.2198,0.0049,0.041,0.1873,0.2435,True,True,0.1841,0.0408,False,False,False
0.2,-0.6239,-0.2,-0.2,137,75,0.0045,4.7736,-0.0295,-2.9076,0.0031,0.0403,0.1873,0.2434,True,True,0.1841,0.0401,False,False,False
0.2,-0.6239,-0.2,-0.2,137,100,0.0047,4.9838,-0.0202,-1.9681,0.0069,0.0368,0.1875,0.2431,True,True,0.1839,0.0405,False,False,False
0.2,-0.6239,-0.2,-0.2,256,0,0.0057,6.2062,-0.0299,-2.9549,0.0277,0.0701,0.6823,0.2433,False,True,0.1838,0.0405,False,False,False
0.2,-0.6239,-0.2,-0.2,256,25,0.0056,5.9836,-0.0252,-2.2444,0.013,0.0368,0.1979,0.2446,True,True,0.1847,0.04,False,False,False
0.2,-0.6239,-0.2,-0.2,256,50,0.0051,5.4762,-0.0344,-3.3041,0.0218,0.0338,0.1988,0.2435,True,True,0.1841,0.0389,False,False,False
0.2,-0.6239,-0.2,-0.2,256,75,0.0039,4.3828,-0.0474,-4.8676,0.0146,0.0355,0.1989,0.2434,True,True,0.1841,0.0401,False,False,False
0.2,-0.6239,-0.2,-0.2,256,100,0.0045,4.8496,-0.0475,-4.7672,0.0002,0.0371,0.1842,0.2432,True,True,0.184,0.0401,False,False,False
0.2,-0.6239,-0.2,-0.2,1024,0,0.0028,3.2631,-0.0307,-2.9442,0.0214,0.0698,0.7851,0.2425,False,True,0.1834,0.0408,False,False,False
0.2,-0.6239,-0.2,-0.2,1024,25,0.0026,2.8791,-0.0506,-5.5441,0.0035,0.0303,0.156,0.2436,True,True,0.1842,0.0411,False,False,False
0.2,-0.6239,-0.2,-0.2,1024,50,0.0024,2.7761,-0.0369,-3.4147,0.0218,0.0296,0.1542,0.2438,True,True,0.1843,0.0407,False,False,False
0.2,-0.6239,-0.2,-0.2,1024,75,0.002,2.4635,-0.0441,-4.4711,0.0085,0.0318,0.2108,0.2448,True,True,0.1848,0.0404,False,False,False
0.2,-0.6239,-0.2,-0.2,1024,100,0.0032,3.5831,-0.0489,-4.8403,0.0153,0.0355,0.2114,0.2441,True,True,0.1844,0.041,False,False,False
0.2,-0.6239,-0.2,-0.2,31415,0,0.0039,4.3427,-0.016,-1.7167,0.0428,0.0723,0.7786,0.2425,False,True,0.1834,0.0407,False,False,False
0.2,-0.6239,-0.2,-0.2,31415,25,0.0046,5.2406,-0.0303,-2.9656,0.0021,0.0352,0.2065,0.2441,True,True,0.1844,0.0406,False,False,False
0.2,-0.6239,-0.2,-0.2,31415,50,0.0043,4.3084,-0.0414,-3.9578,0.0073,0.0405,0.2063,0.2443,True,True,0.1845,0.0407,False,False,False
0.2,-0.6239,-0.2,-0.2,31415,75,0.0037,4.4288,-0.0445,-4.4221,0.0029,0.042,0.2265,0.2437,True,True,0.1842,0.0409,False,False,False
0.2,-0.6239,-0.2,-0.2,31415,100,0.003,3.4916,-0.039,-3.9815,0.0024,0.0446,0.2267,0.2434,True,True,0.1841,0.0402,False,False,False
0.2,-0.3123,-0.1,-0.1,42,0,0.0008,1.3282,-0.0156,-1.5953,0.0458,0.066,0.645,0.2214,False,True,0.1722,0.041,False,False,True
0.2,-0.3123,-0.1,-0.1,42,25,0.0019,2.0345,-0.0075,-0.742,0.0116,0.0358,0.1754,0.2235,True,True,0.1735,0.0405,False,False,False
0.2,-0.3123,-0.1,-0.1,42,50,0.0016,1.971,-0.0111,-1.2072,0.0103,0.0358,0.1752,0.2238,True,True,0.1736,0.04,False,False,True
0.2,-0.3123,-0.1,-0.1,42,75,0.0017,2.0101,-0.0192,-1.8222,0.0107,0.0383,0.2034,0.2242,True,True,0.1739,0.0405,False,False,False
0.2,-0.3123,-0.1,-0.1,42,100,0.0021,2.305,-0.0133,-1.1735,0.022,0.0394,0.2042,0.2233,True,True,0.1734,0.0403,False,False,False
0.2,-0.3123,-0.1,-0.1,137,0,0.0021,2.4868,-0.0166,-1.5741,0.0282,0.0678,0.6496,0.2223,False,True,0.1726,0.0403,False,False,False
0.2,-0.3123,-0.1,-0.1,137,25,0.001,1.3131,-0.017,-1.5907,0.0113,0.042,0.1994,0.2227,True,True,0.173,0.0398,False,False,True
0.2,-0.3123,-0.1,-0.1,137,50,0.0006,0.9783,-0.0223,-2.1996,0.0074,0.0418,0.1998,0.2222,True,True,0.1728,0.0405,False,False,False
0.2,-0.3123,-0.1,-0.1,137,75,0.001,1.3111,-0.0084,-0.7122,0.0043,0.0399,0.2,0.222,True,True,0.1726,0.0399,False,False,True
0.2,-0.3123,-0.1,-0.1,137,100,0.0015,1.7639,-0.0059,-0.506,0.0087,0.0353,0.1678,0.2217,True,True,0.1725,0.0397,False,False,True
0.2,-0.3123,-0.1,-0.1,256,0,0.0019,2.39,-0.0175,-1.7151,0.0306,0.066,0.6285,0.2221,False,True,0.1726,0.0405,False,False,False
0.2,-0.3123,-0.1,-0.1,256,25,0.002,2.2059,-0.0103,-0.9295,0.0083,0.0372,0.2005,0.2235,True,True,0.1735,0.0396,False,False,False
0.2,-0.3123,-0.1,-0.1,256,50,0.0012,1.6201,-0.0132,-1.1427,0.0185,0.0357,0.2014,0.2225,True,True,0.1729,0.0385,False,False,True
0.2,-0.3123,-0.1,-0.1,256,75,0.0005,0.9697,-0.0233,-2.2311,0.0159,0.0391,0.2119,0.2227,True,True,0.1731,0.0397,False,False,False
0.2,-0.3123,-0.1,-0.1,256,100,0.0014,1.7305,-0.0297,-2.859,0.0005,0.0412,0.2138,0.2226,True,True,0.173,0.0396,False,False,False
0.2,-0.3123,-0.1,-0.1,1024,0,0.0001,0.5263,-0.0039,-0.2496,0.023,0.0659,0.6542,0.2213,False,True,0.1721,0.0405,False,False,True
0.2,-0.3123,-0.1,-0.1,1024,25,-0.0004,0.0288,-0.0276,-2.9665,0.0057,0.0341,0.1905,0.2226,True,True,0.173,0.041,False,False,False
0.2,-0.3123,-0.1,-0.1,1024,50,-0.0008,-0.4177,-0.0179,-1.5305,0.0247,0.0325,0.1707,0.2227,True,True,0.173,0.041,False,False,True
0.2,-0.3123,-0.1,-0.1,1024,75,-0.0013,-0.8577,-0.0258,-2.5482,0.0157,0.0344,0.2074,0.2237,True,True,0.1736,0.0406,False,False,False
0.2,-0.3123,-0.1,-0.1,1024,100,-0.0006,-0.2381,-0.0369,-3.6706,0.0179,0.038,0.208,0.2231,True,True,0.1733,0.0409,False,False,False
0.2,-0.3123,-0.1,-0.1,31415,0,0.0008,1.2226,-0.0012,-0.1626,0.0422,0.0689,0.6931,0.2216,False,True,0.1723,0.0405,False,False,True
0.2,-0.3123,-0.1,-0.1,31415,25,0.001,1.3939,-0.0163,-1.5959,0.0005,0.0386,0.2224,0.223,True,True,0.1732,0.0405,False,False,True
0.2,-0.3123,-0.1,-0.1,31415,50,0.0002,0.5714,-0.0228,-2.1149,0.0047,0.0405,0.2203,0.2233,True,True,0.1734,0.0406,False,False,False
0.2,-0.3123,-0.1,-0.1,31415,75,0.0002,0.6388,-0.0257,-2.7402,0.0025,0.0412,0.2191,0.2227,True,True,0.173,0.0407,False,False,False
0.2,-0.3123,-0.1,-0.1,31415,100,-0.0003,0.1289,-0.0262,-2.5933,0.0034,0.043,0.2193,0.2225,True,True,0.1729,0.04,False,False,False
0.2,-0.1562,-0.05,-0.05,42,0,-0.0003,0.1694,-0.0045,-0.4231,0.0463,0.0649,0.6101,0.2105,False,True,0.166,0.0409,False,False,True
0.2,-0.1562,-0.05,-0.05,42,25,0.0004,0.5824,0.0041,0.6011,0.0115,0.0381,0.1864,0.2124,True,True,0.1672,0.0404,False,False,True
0.2,-0.1562,-0.05,-0.05,42,50,0.0001,0.5821,0.0055,0.62,0.0074,0.038,0.1864,0.2125,True,True,0.1673,0.0398,False,False,True
0.2,-0.1562,-0.05,-0.05,42,75,-0.0,0.3633,-0.0079,-0.6782,0.0178,0.0403,0.22,0.2127,True,True,0.1674,0.0401,False,False,True
0.2,-0.1562,-0.05,-0.05,42,100,0.0005,0.8487,-0.0001,0.0993,0.0219,0.0411,0.2209,0.2118,True,True,0.1669,0.04,False,False,True
0.2,-0.1562,-0.05,-0.05,137,0,0.0008,1.1819,-0.0139,-1.3897,0.0325,0.0662,0.6274,0.211,False,True,0.1663,0.0402,False,False,True
0.2,-0.1562,-0.05,-0.05,137,25,0.0002,0.5489,-0.0143,-1.3322,0.0111,0.0436,0.1948,0.2115,True,True,0.1667,0.0393,False,False,True
0.2,-0.1562,-0.05,-0.05,137,50,-0.0001,0.2462,-0.0138,-1.2561,0.0064,0.0432,0.1952,0.211,True,True,0.1664,0.0401,False,False,True
0.2,-0.1562,-0.05,-0.05,137,75,0.0001,0.4915,0.0006,0.1304,0.0073,0.0411,0.1956,0.2106,True,True,0.1662,0.0397,False,False,True
0.2,-0.1562,-0.05,-0.05,137,100,0.0005,0.828,0.0033,0.3262,0.0103,0.0366,0.1635,0.2104,True,True,0.1661,0.0398,False,False,True
0.2,-0.1562,-0.05,-0.05,256,0,0.0011,1.6038,-0.0053,-0.4959,0.03,0.065,0.6069,0.2109,False,True,0.1662,0.0401,False,False,True
0.2,-0.1562,-0.05,-0.05,256,25,0.0015,1.7543,-0.004,-0.358,0.0066,0.0384,0.1921,0.2124,True,True,0.1672,0.0391,False,False,True
