run_id,mode,stage,c_label,kappa,tier,u_const,seed,window_start_tick,window_start_block,window_start_schedule_phase,window_in_primary_family,primary_exclusion_reason,window_mean_rho,raw_Psi_meanI_state,Psi_meanI_state_z,raw_Psi_persistence_I,Psi_persistence_I_z,relative_drift,rho_cv,rho_range_over_mean,mean_active_state_variance,persistence_std,Steady_State_Candidate_APPARATUS_ONLY,Lifted_Activation_Candidate_APPARATUS_ONLY,extinction_degenerate_APPARATUS_ONLY,saturation_degenerate_APPARATUS_ONLY,LowLow_Nondegenerate_Candidate_APPARATUS_ONLY,analytic_realized_delta_p_u0_convention,driven_realized_contrast_mean,driven_realized_contrast_range,window_schedule_composition
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,225,9,0,True,,0.4058279999999999,0.0007144213778524,1.1491713209109151,-0.0049714181410165,-0.3575116875690461,0.0024870164887738,0.0248573661735058,0.1547453597219871,0.2410298704,0.0487720659394288,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,250,10,1,True,,0.405652,-0.0005167878353969,-0.1698859061150298,-0.022910347837583,-2.283839352577709,0.0053105011591992,0.0240538295827607,0.1301608271864532,0.2410032464,0.049640456242867,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,275,11,2,True,,0.4051839999999999,-0.0012015623496375,-0.8240066050060654,-0.030613025717879,-3.1069374509508703,0.002878980040639,0.0252990322131346,0.1372216076221627,0.2409048479999999,0.048427328482996,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s42,cm1,stageA,-0.1,-0.209,0.0,,42,300,12,0,False,EXITS_PRIMARY_BLOCK_SET,0.4058439999999998,-0.0020933044964358,-1.772842157651339,-0.021039023259722,-2.127947589208619,0.0108992675247997,0.0232509353909249,0.1369984522698414,0.2410456047999999,0.0480388141402345,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,0,0,0,False,PRE_PRIMARY_PHASE_IMBALANCE,0.403464,0.0001416305674116,0.5871721064448165,-0.0174996049392431,-1.8405999457833728,0.0318228241046807,0.0793936867286395,0.8337794677250523,0.23965472,0.0481605720896253,False,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,25,1,1,False,PRE_PRIMARY_PHASE_IMBALANCE,0.405104,0.000355665744104,0.8404761544470802,-0.0224240582079066,-2.2912572311654515,0.0027859336281551,0.0243838493667341,0.1007148779061305,0.2408971743999999,0.0484465600842825,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,50,2,2,False,PRE_PRIMARY_PHASE_IMBALANCE,0.405092,0.001597084246063,1.865697037672368,-0.0290202291809567,-2.7301899264335088,0.0028399352262312,0.0251962479965989,0.1175041716017492,0.2408882928,0.0492912926996239,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,75,3,0,True,,0.405504,0.0018672456330137,2.106841050013171,-0.0212497690584083,-1.858743843548907,0.0030530988629642,0.0256186710537908,0.1173847850640565,0.2409625856,0.0481832541864909,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,100,4,1,True,,0.405392,0.0016622936278238,1.9967328551204664,-0.0151913972182153,-1.3501636894236282,0.0065436547045416,0.0246791146925325,0.1174172156396346,0.2409492319999999,0.0480429634389886,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,125,5,2,True,,0.405376,0.0009389893553276,1.5887123834143246,-0.0032831959828419,-0.2614529697174543,0.0017336750998931,0.0231218351638497,0.1105146823923599,0.2409584447999999,0.0477993579873202,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,150,6,0,True,,0.405572,0.0013918905238507,1.777466311073553,-0.0108585768325107,-0.9238265956891528,0.0026980891783568,0.0212750341328583,0.1025711831621237,0.2410089008,0.0480278337633501,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,175,7,1,True,,0.4055160000000001,0.0003275148463434,0.6996731861554252,-0.0170213211336579,-1.8913143592436632,0.0013927353698862,0.0202892630080517,0.1045581429473604,0.24100508,0.0490527648965886,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,200,8,2,True,,0.4051439999999999,8.028487449124799e-05,0.4704715406144866,-0.0073429916356246,-0.7062543038858873,0.0013211438995301,0.0227975232207794,0.123412909673072,0.2409170303999999,0.048623649225454,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,225,9,0,True,,0.405744,0.0001244954331463,0.5528583019650359,-0.0013433284878241,-0.0868832642122734,0.0048815954466983,0.0215011132850792,0.123230410990106,0.2410396992,0.0486814796817023,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,250,10,1,True,,0.405556,-0.0007071261302274,-0.2194042127159581,-0.0302428216935191,-2.960763507845754,0.0020057435770368,0.0224243542170531,0.1163834338133735,0.240997624,0.0488398491398161,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,275,11,2,True,,0.4057839999999999,0.0004084651663772,0.7776701491635635,-0.036504448889828,-3.436502326852037,0.0057151388558344,0.0231385584854571,0.1163180408386775,0.2410351871999999,0.0491583700299348,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s137,cm1,stageA,-0.1,-0.209,0.0,,137,300,12,0,False,EXITS_PRIMARY_BLOCK_SET,0.405976,0.0004591129695499,0.939305988086659,-0.0233385187122238,-2.4290075575208987,0.0033889135770809,0.0219183572719964,0.0926163120661903,0.2410803071999999,0.048378170945169,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,0,0,0,False,PRE_PRIMARY_PHASE_IMBALANCE,0.404644,9.771476248444258e-05,0.4201441480046587,-0.0089012481025288,-0.9441128255776702,0.0447495841290783,0.0802068162623205,0.8422218027643513,0.2398538927999999,0.046716948359241,False,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,25,1,1,False,PRE_PRIMARY_PHASE_IMBALANCE,0.4069400000000001,7.269320629051998e-05,0.3837702635095246,-0.0065807097278393,-0.6532078715473468,0.0094755629554338,0.0253864210679338,0.1081240475054699,0.241233112,0.0469624999334575,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,50,2,2,False,PRE_PRIMARY_PHASE_IMBALANCE,0.405792,0.000667382354486,1.017106491418343,0.0033948787487264,0.4601312183176022,0.0236503422648079,0.0244835457539563,0.1005441208783216,0.241026144,0.0471046997230637,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,75,3,0,True,,0.4049839999999999,-0.0002275230014206,0.2161491722945787,-0.0155792306981553,-1.7030065413151003,0.0162796043341224,0.0250334651836371,0.1224739739780485,0.2408691775999999,0.0482638554614112,True,True,False,False,True,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
c3_w2_tcop_cm1_states_L0.4_km0_2090_up0_0000_s256,cm1,stageA,-0.1,-0.209,0.0,,256,100,4,1,True,,0.404748,-0.0004843548470858,-0.1863501261491909,-0.0207766623039281,-2.320292234572407,0.0057718719044683,0.0253346651124461,0.120568847479002,0.2408219088,0.0492882997880835,True,True,False,False,False,-0.0999997797896519,-0.0999997797896519,0.0,"{""0.0000"": 4}"
